0,奇经八脉中既称“血海”又称“经脉之海”的是什么？,冲脉,任脉,督脉,带脉,维脉,A,A
76,除哪项外，下列皆可为血瘀的病因？,气虚,气滞,血寒,饮食停滞,外伤,D,D
77,瘀血所导致的出血特点是？,血色浅淡,血色暗红，或有血块,血色鲜红,伴有腹部胀痛,以上都不是,B,B
78,瘀血所致的疼痛特点是？,疼痛白天加重,疼痛日晡加重,疼痛在午间加重,疼痛在夜间加重,以上都不是,D,D
79,肌肤甲错，多见于哪种病证？,气滞,血寒,血热,血虚,血瘀,E,C
80,气滞血瘀多与何脏腑的生理功能异常密切相关？,肺,脾,肾,三焦,以上都不是,E,C
81,下列哪种脏腑气机失调容易导致结石形成？,脾胃气滞,肝胆气滞,肾气下泄,肺气壅塞,胃肠气滞,B,C
82,结石的致病特点是？,疼痛以刺痛为主,舌苔多滑腻,症状位置不固定,容易阻滞气机，损伤脉络,致病广泛，变化多端,D,D
83,药物中毒，其发病类型多为？,感邪即发,伏而后发,徐发,继发,复发,A,B
84,在发病过程中，邪气的作用如何？,决定是否发病,决定着疾病的性质,发病的决定因素,发病的重要条件,以上都不是,D,A
85,正气的强弱主要与什么有关？,居住的地域条件,工作环境,精神状态,气候变化,以上都不是,C,C
86,“正气存内，邪不可干”的意义是？,邪气是发病的重要条件,邪气伤人，正气必然受损,正气充足，与邪抗争，驱邪外出,正气旺盛，邪气难以入侵,以上都不是,D,D
87,“邪之所凑，其气必虚”的意思主要是指？,邪气伤人，必伤人体的正气,邪气是发病的重要条件,正气不足，邪气易于侵犯人体,正气不足，邪气亢盛,以上都不是,C,A
88,促使疾病向恶化或死亡等不良结局转化的病理因素是？,正邪相争剧烈,正虚邪恋,正气衰竭，邪气独盛,正气不足，邪气亦衰,邪去而正不复,C,C
89,体质因素与发病的关系主要体现在？,决定病情的轻重,决定病变的部位,决定对某些病邪的易感受性,决定邪正盛衰变化,以上都不是,C,C
90,外感风寒化热，与下列哪种因素密切相关？,居住环境,气候特点,饮食不节,体质因素,以上都不是,D,B
91,导致病证虚实的主要机制是？,气血的盛衰变化,气机升降出入的失调,阴精与阳气的偏盛偏衰,正气与邪气的消长盛衰,脏腑功能活动的盛衰变化,D,D
92,虚证的概念是？,以正气不足，抗病能力低下为主的病理反映,正气不足，邪气亢盛的病理变化,邪气亢盛，正气日衰，脏腑功能减退的病理反映,正虚邪恋的病理反映,以上都不是,A,A
93,下列哪项为实证的临床表现？,二便失禁,神疲体倦,五心烦热,面容憔悴,以上都不是,E,C
94,“大实有赢状”的病机是？,邪气亢盛，正气衰败,脏腑气血虚极,实邪结聚，阻滞经络，气血不能外达,邪热炽盛，煎熬津液，阴精大伤,疾病初期，正邪交争过于激烈,C,C
95,导致“至虚有盛候”的病机主要是？,正气不足，抗病能力减退，邪气亢盛,脏腑气血虚极，运化无力，外现实象,阴精和阳气衰竭，外邪侵袭,脏腑功能减退，饮食积聚,内生五邪之病理反映,B,A
96,由于实邪结聚，阻滞经络，出现气血不能外达的病理状态，其病机为？,由实转虚,虚实夹杂,真虚假实,真实假虚,因虚致实,D,E
97,阴阳失调中，阴阳偏衰以哪脏为根本？,肝,脾,心,肾,肺,D,D
98,无论阴虚或阳虚，多在损及哪一脏时才容易发生阴阳互损？,心,肝,脾,肺,以上都不是,E,E
99,阳偏衰的病机.主要是指？,阳气虚损，功能减退，热量不足,阳虚则气衰，阴寒之邪内盛,阴邪侵袭，伤及阳气，阴盛阳衰,阳气虚亏，导致精血津液不足,阴寒内盛，遏抑阳气，阳气不伸,A,A
100,所谓“寒从中生”病机，主要是指？,寒邪伤人，影响脏腑功能,寒邪直中脾胃，伤及阳气,阳气虚衰，温煦气化功能减退,恣食生冷，内脏受寒,寒邪从肌表而人，渐侵脏腑,C,C
101,下列关于“实”的病机概念叙述错误的是,外感邪盛,肌肤经络闭塞,气机升降失调,脏腑功能亢进,气血壅滞瘀结,C,D
102,昼夜分阴阳，则上午为,阴中之阳,阳中之阳,阳中之阴,阴中之阴,阴中之至阴,B,B
103,有机整体的“中心”是,脑,心,五脏,经络,神,C,B
104,有机整体的“主宰”是,脑,心,神,经络,精,B,C
105,属中医学基本特点的确切表述是,天人合一,天人相应,整体观念,人是整体,以上都不是,C,C
106,“证”的基本含义是,疾病过程的症状总和,疾病过程的体征总和,对症状的调查过程,疾病过程的病因病性,疾病发展过程中某一阶段的病理概括,E,E
107,属中医学基本特点的确切表述是,辨症论治,辨症施治,异病同治,防重于治,辨证论治,E,E
108,下列表述中属于证的是,水痘,麻疹,风寒表证,头痛,恶寒,C,C
109,下列表述中属于症的是,肺痈,消渴,肝阳上亢,心血亏虚,恶寒,E,A
110,中医学的基本特点是,整体观念和阴阳五行,四诊八纲和辨证论治,同病异治和异病同治,整体观念和辨证论治,阴阳五行和五运六气,D,D
111,下列阴和阳的概念中，最确切的是,阴和阳是中国古代的两点论,阴和阳即是矛盾,阴和阳代表对立的事物,阴和阳代表对立又相互关联的事物属性,阴和阳说明相互关联着的事件,D,D
112,属于阳的事物或现象是,下降,静止,涩脉,洪脉,面色晦暗,D,D
113,《内经》所谓阴阳属性的“征兆”是,日与月,天与地,水与火,升与降,左与右,C,B
114,属于“阴中之阳”的时间是,上午,中午,下午,前半夜,后半夜,E,A
115,中医学整体观念的内涵是,人体是一个有机整体,自然界是一个整体,时令晨昏对人体有影响,五脏与六腑是一个整体,人体是一个整体，人和自然界相互统一,E,E
116,属“阳中之阳”的时间是,上午,下午,前半夜,中午,后半夜,A,D
117,属“阴中之阴”的时间是,上午,中午,下午,前半夜,后半夜,D,D
118,“动极镇之以静”，主要说明的阴阳关系是,阴阳相互转化,阴阳互根互用,阴阳相互消长,阴阳对立制约,阴阳相对平衡,D,D
119,“阴在内，阳之守也”主要说明的阴阳关系是,阴阳交感关系,阴阳互根关系,阴阳对立关系,阴阳消长关系,阴阳转化关系,B,B
120,“阴胜则阳病”主要说明的阴阳关系是,阴阳转化,阴阳对立,阴阳互根,阴阳消长,阴阳交感,B,B
121,“寒极生热”主要说明的阴阳关系是,阴阳交感,阴阳对立,阴阳互根,阴阳消长,阴阳转化,E,E
122,“阴平阳秘，精神乃治”，是阴阳之间什么关系的正常,阴阳对立与制约,阴阳对立与消长,阴阳互根与平衡,阴阳消长与平衡,阴阳消长与转化,B,C
123,“阴中求阳”的理论依据是,阴阳相互转化,阴阳互根互用,阴阳相互消长,阴阳对立制约,阴阳动态平衡,B,B
124,“热者寒之”说明了阴阳之间的何种关系,阴阳交感,阴阳互根,阴阳对立,阴阳消长,阴阳转化,C,C
125,“重阴必阳”说明了阴阳之间的何种关系,阴阳交感,阴阳互根,阴阳对立,阴阳消长,阴阳转化,E,E
126,“阴损及阳”说明了阴阳之间的何种关系,阴阳交感,阴阳互根,阴阳对立,阴阳消长,阴阳转化,B,B
127,“无阴则阳无以化”说明了阴阳之间的何种关系,阴阳交感,阴阳互根,阴阳对立,阴阳消长,阴阳转化,B,B
128,“阴阳离决，精神乃绝”是指,阴阳平衡关系的破坏,阴阳对立关系的破坏,阴阳互根关系的破坏,阴阳消长关系的破坏,阴阳转化关系的破坏,C,E
129,可用阴阳对立制约解释的是,寒极生热,阴损及阳,阳胜伤阴,重阴必阳,阴中求阳,C,A
130,阴阳转化是,有条件的,无条件的,绝对的,相对的,必然的,A,C
131,“孤阴不生，独阳不长”主要属于何种阴阳关系,对立,互根,消长,转化,平衡,B,B
132,可用阴阳互根互用解释的是,寒极生热,阴病治阳,寒者热之,重阴必阳,阴中求阳,E,E
133,肺的阴阳属性是,阳中之阳,阳中之阴,阴中之阳,阴中之阴,阴中之至阴,B,D
134,心的阴阳属性是,阴中之阴,阴中之阳,阳中之阴,阳中之阳,阴中之至阴,D,D
135,脾的阴阳属性是,阴中之阴,阴中之阳,阴中之至阴,阳中之阳,阳中之阴,C,C
136,肝的阴阳属性是,阳中之阳,阳中之阴,阴中之阴,阴中之阳,阴中之至阴,D,C
137,肾的阴阳属性是,阴中之阴,阴中之阳,阴中之至阴,阳中之阳,阳中之阴,A,C
138,最易导致实热证的阴阳失调是,阳偏胜,阳偏衰,阴偏胜,阴偏衰,阴胜阳病,A,C
139,导致虚热证的阴阳失调是,阳偏盛,阳偏衰,阴偏盛,阴偏衰,阴盛阳病,D,C
140,在阴阳失调中，最易导致实寒证的是,阳偏盛,阴偏盛,阳盛格阴,阳损及阴,阳胜阴病,B,A
141,适合治疗阴偏衰的治法是,阳病治阴,阴病治阳,阴中求阳,阳病治阳,阴病治阴,A,C
142,适合治疗阳偏衰的治法是,阴病治阳,阳病治阴,阴病治阴,阳病治阳,以上均非,A,D
143,《尚书·洪范》认为五行中“木”的特性是,炎上,润下,稼穑,曲直,从革,D,D
144,五行中“土”的特性是,炎上,稼穑,从革,润下,曲直,B,B
145,按五行属性分类，五化属土者是,生,长,化,收,藏,C,C
146,五行中具有“润下”特性的是,水,火,木,金,土,A,C
147,五行中，具有“从革”特性的是,金,木,水,火,土,A,A
148,五行中具有“曲直”特性的是,木,火,土,金,水,A,A
149,属五行之“火”的音是,宫音,角音,商音,徵音,羽音,D,D
150,下列事物，除哪项外都属于五行之“土”,宫音,哕,胃,湿,呼,E,E
151,五行中，属木的脏是,心,肺,脾,肝,肾,D,D
152,五行中，属火的腑是,胆,胃,小肠,大肠,三焦,C,C
153,“怒”的五行属性是,木,火,土,金,水,A,A
154,“唾”的五行属性是,水,土,火,木,金,A,A
155,“骨”的五行属性是,水,火,土,木,金,A,E
156,“耳”的五行属性是,木,火,土,金,水,E,E
157,“爪”的五行属性是,水,火,木,金,土,C,D
158,“青色”的五行属性是,土,金,水,火,木,E,E
159,“甘味”的五行属性是,土,金,水,木,火,A,A
160,五行调节事物整体动态平衡的机制是,生我,我生,克我,我克,制化,E,E
161,“暑”的五行属性是,金,太,土,水,火,E,E
162,五行相生关系中，木的“我生”是,金,土,火,水,以上均非,C,C
163,肺病及心的五行传变是,相乘传变,相侮传变,母病及子,子病犯母,相克传变,B,D
164,肺病及脾的五行传变是,相乘传变,子病犯母,相侮传变,母病及子,相克传变,B,B
165,肺病及肾的五行传变是,母病及子,子盗母气,相乘传变,相侮传变,相克传变,A,A
166,肺病及肝的五行传变是,母病及子,相乘传变,子病犯母,相侮传变,相克传变,B,C
167,五行相生关系中，火的“生我”是,金,木,水,土,以上均非,B,B
168,五行中“木”的“母”行是,水,火,土,金,以上均非,A,C
169,五行中，“水”的“子”是,金,木,土,火,以上均非,B,B
170,五行相克关系中，金的“我克”是,7k,火,土,水,以上均非,A,B
171,五行相克关系中，水的“克我”是,木,火,土,金,以上均非,C,D
172,五行相克关系中，金的“所胜”是,土,火,水,木,以上均非,D,D
173,五行中，“金”的“所不胜”是,火,水,土,木,以上均非,A,D
174,属于相乘的脏病传变是,肺病及脾,肺病及肾,肺病及心,肺病及肝,以上都不是,D,B
175,属于相侮的脏病传变是,肾病及脾,肾病及肝,肾病及肺,肾病及心,以上都不是,A,B
176,属于“母病及子”的脏病相传是,心病及肺,心病及肾,心病及肝,心病及脾,以上都不是,D,B
177,属“子盗母气”的脏病相传是,肺病及脾,肺病及肾,肺病及心,肾病及肝,以上都不是,A,B
178,五行学说认为病情较轻浅的脏病传变是,肺病及肾,肺病及脾,肺病及肝,肝病及脾,心病及肝,A,B
179,五行学说认为病情较深重的脏病传变是,肺病及肾,肾病及肺,肺病及肝,肝病及脾,脾病及肺,B,B
180,五行学说认为病情较重的色脉关系是,色与脉的五行属性相符,色与脉的五行属性相生,客色胜主色,色与脉的五行属性相克,以上都不是,D,D
181,属于“实则泻其子”治则的治疗是,肝火旺泻心火,肝火旺泻胆火,肝火旺泻脾,肝火旺泻肺,肺热泻大肠,A,A
182,按五行相生关系确立的治法是,抑木扶土法,佐金平木法,培土制水法,泻南补北法,滋水涵木法,E,D
183,适用于“土壅木郁”证的治则是,抑强为主,扶弱为主,补母为主,泻子为主,以上都不是,A,D
184,“五志相生”，“怒”所胜的“志”是,恐,思,惊,悲,忧,B,C
185,五脏共同的生理特点是,传化水谷,传化水液,贮藏精气,传导糟粕,排泄水液,C,C
186,具有“满而不能实”生理特点的是,五脏,六腑,脏腑,奇恒之腑,以上都不是,A,C
187,“实而不能满”是以下哪项生理特点的概括,五脏,六腑,脏腑,奇恒之腑,以上都不是,B,B
188,称“君主之官”的脏是,肝,心,脾,肺,肾,B,B
189,“心为五脏六腑之大主”的理论基础是,心主血,心主脉,心属火,心主神,心为“阳中之阳”,D,B
190,心主神志的物质基础是,营气,宗气,津液,精液,血液,E,E
191,被称为“娇脏”的脏腑是,肝,心,脾,肺,肾,D,D
192,肺主通调水道，主要依赖于肺的哪项功能,主呼吸之气,主一身之气,主治节,朝百脉,主宣发肃降,E,E
193,“主治节”，是哪个脏腑的生理功能,肝,心,脾,肺,肾,D,C
194,肺的“门户”是,鼻,喉,腠理,汗孔,咽,B,A
195,五脏与五体关系中哪项说法不正确,心在体合脉,肝在体合筋,肺在体合毛,脾在体合肉,肾在体合骨,C,C
196,被称为“后天之本”的脏是,肝,心,脾,肺,肾,C,C
197,脾为气血生化之源的理论基础是,气能生血,人以水谷为本,脾主升清,脾主运化水谷精微,脾为后天之本,D,E
198,五脏中主“涎”的脏是,心,脾,肝,肺,肾,B,B
199,五脏主五液，则汗为,心之液,肺之液,脾之液,肝之液,肾之液,A,A
200,指肝而言的“本”是,生之本,气之本,仓廪之本,罢极之本,封藏之本,D,D
201,患者脘腹隐痛，反复发作5年，饥不欲食，口燥咽干，时而干呕，大便干结，舌红少苔，脉细数，证属,食滞胃脘证,胃热证,胃阴虚证,肝胃不和证,肝气犯脾证,C,C
202,患者有耳聋，心胁痛，嗌肿喉痹，汗出，目锐眦痛，颊痛，耳后、肩、膈、肘、臂外皆痛，小指次指不用，属于,手太阳小肠经病证,手少阳三焦经病证,手阳明大肠经病证,手少阴心经病证,足少阳胆经病证,B,E
203,男性患者，结婚3年不育，腰疫痛，眩晕耳鸣，足痿无力，脱发，舌淡苔薄白，尺脉虚弱。证为,肾气虚,肾精虚,肾阴虚,肾阳虚,肝肾阴虚,B,A
204,某男19岁，近来腰瘦梦遗，虚烦不眠，心悸健忘，耳鸣，潮热盗汗，舌红少苔，脉细数，可以诊为,肾阴不足,心血亏虚,肝肾阴虚,心肾不交,心阳浮越,D,D
205,某女患者，面色不华，倦怠乏力，纳少，食后腹胀，月经先期，量多色淡，舌淡苔薄白，脉细弱，证属,脾气虚,脾阴虚,脾气下陷,脾不统血,脾阳虚,D,A
206,某患者，女，50岁，症见面色暗滞，心悸气短，自汗乏力，咳喘，胸闷发憋，舌有瘀斑，脉细弱，辨证为,肺肾气虚,心肾阳虚,心肺气虚血瘀,心血瘀阻,脾肺气虚,C,C
207,卫气最主要的作用是,推动作用,温煦作用,防御作用,固摄作用,气化作用,C,C
208,脾气在五脏中的突出作用是,推动作用,温煦作用,防御作用,固摄作用,气化作用,D,D
209,贯心脉，行呼吸之气是指,宗气,水谷之气,营气,清气,元气,A,A
210,行于脉中之气是,宗气,水谷之气,营气,清气,元气,C,A
211,具有疾滑利特性的气是指,元气,宗气,营气,卫气,中气,D,D
212,脾胃之气又称之为,元气,宗气,营气,卫气,中气,E,E
213,味归形，形归气是指气的,推动作用,温煦作用,防御作用,固摄作用,气化作用,E,D
214,宗气贯心脉而行呼吸是指气的,推动作用,温煦作用,防御作用,固摄作用,气化作用,A,B
215,称为刚脏的是,心,肝,肺,脾,肾,B,B
216,称为封藏之本的是,心,肝,肺,脾,肾,E,E
217,《素问·金匮真言论》说善病胸胁的季节是,春季,仲夏,长夏,秋季,冬季,B,A
218,《素问·金匮真言论》说善病痹厥的季节是,春季,仲夏,长夏,秋季,冬季,E,E
219,主要说明阴阳互根互用的原文是,阴阳相错，而变由生也,动极镇之以静,阴在内，阳之守也,阳胜则阴病，阴胜则阳病,重阴必阳，重阳必阴,C,C
220,主要说明阴阳对立制约的原文是,阴阳相错，而变由生也,动极镇之以静,阴在内，阳之守也,阳胜则阴病，阴胜则阳病,重阴必阳，重阳必阴,D,D
221,称阳中之阳的脏是,心,肺,脾,肝,肾,A,A
222,称阴中之阳的脏是,心,肺,脾,肝,肾,D,D
223,阴偏胜所致证候是,实热证,虚热证,实寒证,虚寒证,阴阳两虚证,C,A
224,阴阳互损所致证候是,实热证,虚热证,实寒证,虚寒证,阴阳两虚证,E,E
225,据阴阳互根之理确定治阴偏衰的治法是,阳中求阴,阳病治阴,阴阳双补,阴病治阳,阴病治阴,A,E
226,适用于治阳偏衰的治法是,阳中求阴,阳病治阴,阴阳双补,阴病治阳,阴病治阴,D,B
227,五行中木的特性是,曲直,炎上,稼穑,润下,从革,A,A
228,五行中水的特性是,曲直,炎上,稼穑,润下,从革,D,D
229,属五行中金的音是,角音,羽音,徵音,宫音,商音,E,E
230,属五行中水的音是,角音,羽音,徵音,宫音,商音,B,B
231,木的所不胜之子是,木,水,金,火,土,B,D
232,木的母之所胜是,木,水,金,火,土,D,B
233,肝病传胆的传变是,母病及子,传其所胜,子病犯母,传其所不胜,以上均非,E,C
234,肝病传心的传变是,母病及子,传其所胜,子病犯母,传其所不胜,以上均非,A,A
235,生痰之源指的是,心,肝,脾,肺,肾,C,C
236,贮痰之器指的是,心,肝,脾,肺,肾,D,C
237,五脏主五液则唾属,心,肝,脾,肺,肾,E,D
238,五脏主五体则皮属,心,肝,脾,肺,肾,D,D
239,具有泌别清浊功能的是,胆,胃,小肠,大肠,膀胱,C,C
240,被称为州都之官的是,胆,胃,小肠,大肠,膀胱,E,B
241,与呼吸运动关系最密切的是,心与肺,心与肾,肝与脾,肺与肾,肺与肝,D,D
242,与消化活动关系最密切的是,心与肺,心与肾,肝与脾,肺与肾,肺与肝,C,C
243,寒痰的特征是,黄而黏稠，坚而成块,白而清稀,清稀而多泡沫,白滑而量多，易咯,少而黏，难咯,B,A
244,湿痰的特征是,黄而黏稠，坚而成块,白而清稀,清稀而多泡沫,白滑而量多，易咯,少而黏，难咯,D,A
245,分布在上肢内侧前缘的是,手太阴经,手少阴经,手厥阴经,手阳明经,手少阳经,A,C
246,与手太阳经相表里的是,手太阴经,手少阴经,手厥阴经,手阳明经,手少阳经,B,E
247,具有凝滞特点的是,风,寒,湿,燥,火,B,B
248,具有黏滞特点的是,风,寒,湿,燥,火,C,C
249,过度刺激可导致二便失禁的是,喜,怒,思,悲,恐,E,E
250,过度刺激可引起头胀头痛甚则昏厥的是,喜,怒,思,悲,恐,B,E
251,风邪的性质和致病特点是,阻遏气机,善行数变,生风动血,耗气伤津,易伤阳气,B,B
252,暑邪的性质和致病特点是,阻遏气机,善行数变,生风动血,耗气伤津,易伤阳气,D,B
253,一经病证未罢又见另一经病证者称为,徐发,继发,合病,并病,复发,D,C
254,两经或三经证候同时出现者称为,徐发,继发,合病,并病,复发,C,C
255,疾病处于迁延状态，多由哪种病理过程所导致,正胜邪退,邪去正虚,邪盛正虚,邪正相持,正虚邪恋,D,E
256,疾病转为慢性，经久不愈，或遗留某些后遗症，多由哪种病理过程所导致,正胜邪退,邪去正虚,邪盛正虚,邪正相持,正虚邪恋,E,E
257,外感寒邪出现恶寒发热，此为,阳胜则热,阴虚则热,阴胜则寒,阳虚则寒,阴阳两虚,C,D
258,久病体虚出现畏寒肢冷，多属,阳胜则热,阴虚则热,阴胜则寒,阳虚则寒,阴阳两虚,D,D
259,寒湿内袭脾胃，而引起的脘腹冷痛，泄泻清稀时，称为,阴盛则内寒,阳虚则外寒,阴盛则阳病,阳虚则阴寒内盛,阴盛格阳,C,A
260,阴寒内盛，迫阳外越而见面红、烦渴，此属,阴盛则内寒,阳虚则外寒,阴盛则阳病,阳虚则阴寒内盛,阴盛格阳,E,E
261,阳虚则寒即出现,实寒证,虚寒证,虚热证,实热证,真寒假热证,B,B
262,阳胜则热即出现,实寒证,虚寒证,虚热证,实热证,真寒假热证,D,D
