144,下列穴位归经错误的是,肩外俞——大肠经,兑端——督脉,阴包——肝经,京门——胆经,腹结——脾经,A,B
145,治疗中风所致口角喁斜，除取地仓、颊车、合谷、内庭外，还应加,人中,翳风,外关,太冲,商丘,D,D
146,有治疗胆道蛔虫作用的穴位是,合谷,禾髎,巨髎,迎香,颧髎,D,A
147,治疗急性泄泻，宜取,脾俞、中脘、章门、足三里,中脘、天枢、上巨虚、阴陵泉,足三里、天枢、命门、关元,脾俞、章门、上巨虚、下巨虚,太溪、肾俞、足三里、天枢,B,C
148,下列穴位中，可治疗痔疮的是,合谷,温溜,承山,委中,丰隆,C,C
149,下列说法正确的是,华佗夹脊穴自第1颈椎至第5腰椎，各椎棘突下旁开0.5寸,华佗夹脊穴自第1颈椎至第4骶椎，各椎棘突下旁开0.5寸,华佗夹脊穴自第1胸椎至第4骶椎，各椎棘突下旁开0.5寸,华佗夹脊穴自第1胸椎至第5腰椎，各椎棘突下旁开0.5寸,华佗夹脊穴共用穴位28对,D,A
150,下列腧穴中不属于小肠经的是,肩贞,臑俞,天宗,曲垣,巨骨,E,E
151,下列腧穴中不是郄穴的是,阴郄,郄门,梁丘,外丘,委中,E,E
152,下列腧穴中不是下合穴的是,足三里,阳陵泉,委中,合阳,委阳,D,C
153,治疗心悸应首选,合谷,尺泽,内关,太冲,劳宫,C,C
154,下列除……外，均为原络配穴,太渊、偏历,阳池、内关,太冲、光明,大钟、京骨,神门、外关,E,B
155,下列腧穴中通于阳跻脉的八脉交会穴是,足临泣,后溪,外关,申脉,列缺,D,A
156,下列俞募配穴中错误的是,中脘、胃俞,关元、小肠俞,中府、肺俞,期门、膈俞,京门、肾俞,D,C
157,八会穴中的脏会是,中脘,期门,章门,京门,梁门,C,D
158,百会穴是……经与……经的交会穴,督脉与足厥阴肝经,督脉与足太阳膀胱经,督脉与足太阳膀胱经及足厥阴肝经,足太阳膀胱经与足厥阴肝经,督脉与足少阴肾经,B,C
159,膀胱经的络穴是,飞扬,承山,跗阳,委阳,承筋,A,D
160,心的募穴是,膻中,巨阙,鸠尾,中庭,中府,B,A
161,足底、第二趾远端趾间关节横纹中点是,独阴穴,里内庭,环中,四强,以上都不是,A,A
162,治疗腰脊强痛的穴位是,兑端,素髂,水沟,承浆,印堂,C,B
163,下列既是络穴又是八脉交会穴的是,后溪,申脉,内关,照海,足临泣,C,A
164,下列既是募穴又是八会穴的是,天枢,中脘,中极,期门,京门,B,A
165,治疗肾虚型牙痛，除取主穴外，还应加,外关、风池,太溪、行间,太溪、足临泣,太冲、曲池,太冲、阳溪,B,B
166,下列既是八会穴又是合穴的是,阴谷,委中,委阳,阳陵泉,阴陵泉,D,B
167,在肱骨内上髁与尺骨鹰嘴之间的是,少海,小海,天井,阳谷,肘尖,B,B
168,下列各穴中，常用于保健并具有强壮作用的穴位是,百会,肾俞,脾俞,足三里,气海俞,D,D
169,下列腧穴定位错误的是,灵道：腕横纹上1.5寸，尺侧腕屈肌腱的桡侧,太白：第一跖骨小头后缘，赤白肉际,束骨：第五跖骨粗隆下，赤白肉际,然骨：足舟骨粗隆下缘凹陷中,中封：内踝前1寸，胫骨前肌腱内侧,C,C
170,第5胸椎棘突下，旁开3寸是,神道,神堂,神封,神藏,神庭,B,B
171,八脉交会穴中主治胃、心、胸疾患的是,通督脉与通阳蹻的腧穴,通阴维与通冲脉的腧穴,通督脉与通任脉的腧穴,通冲脉与通带脉的腧穴,通任脉与通阴蹻的腧穴,B,C
172,下列各组穴位，不属于本经配穴法的是,行间、期门、阴包,天府、经渠、少商,下廉、肘髎、禾髎,水突、外陵、商丘,少泽、肩贞、颧髎,D,D
173,下列各组穴中，属于表里经的两个穴是,臂臑、扶突,阴市、支正,青灵、攒竹,四满、合阳,居髂、血海,D,B
174,五输穴与五行相配，下列错误的是,经渠——金,支沟——火,中渚——土,侠溪——水,少府——火,C,E
175,郄穴的数目应该是,10个,12个,14个,15个,16个,E,C
176,治疗口眼喁斜应首选,解溪,足三里,丰隆,合谷,曲池,D,D
177,治疗肠痈在下列腧穴中应首选,梁丘,上巨虚,下巨虚,丰隆,合谷,B,A
178,入前发际五分的腧穴，自前正中线向外排列的顺序应为,神庭、曲差、眉冲、头临泣、本神、头维,神庭、眉冲、曲差、头临泣、本神、头维,神庭、本神、曲差、眉冲、头临泣、头维,神庭、眉冲、曲差、本神、头临泣、头维,神庭、曲差、本神、头临泣、眉冲、头维,B,D
179,以下有关合谷穴归类错误的是,四总穴之一,十二原穴之一,十三鬼穴之一,四阳九斗之一,马丹阳治杂病十二穴之一,C,B
180,以下对列缺穴归类错误的是,四总穴之一,络穴之一,八脉交会穴之一,四阳九斗之一,马丹阳天星十二穴之一,D,A
181,治疗痰证，下列穴位宜首选,足三里,丰隆,阴陵泉,合谷,列缺,B,B
182,运用补母泻子法，下列五输穴搭配错误的是,肺泻尺泽补太渊,肝泻行间补曲泉,肾泻涌泉补复溜,三焦泻天井补中渚,胆泻阳辅补足临泣,E,A
183,举臂，腋中线上，第4肋间隙的腧穴是,辄筋,胸乡,渊液,大包,带脉,C,D
184,治疗滞产应首选,合谷,太冲,足三里,血海,至阴,A,E
185,箕门穴归属于,足少阴肾经,足太阴脾经,足少阳胆经,足厥阴肝经,足太阳膀胱经,B,E
186,患者，男，24岁。头痛，以前额为主，阵阵发作，每遇风吹、受寒时疼痛加重，痛如锥刺，舌苔薄白，脉弦。治疗应首选,上星、头维、合谷、阿是穴,百会、通天、太冲、阿是穴,神庭、百会、风池、阿是穴,头临泣、率谷、风池、阿是穴,上星、前顶、风池、阿是穴,A,C
187,患者，男，60岁。咳嗽1个月，劳累后加重，咯吐黏痰，胸脘痞闷，胃纳减少，舌苔腻，脉濡滑。治疗除取肺俞、太渊外，还应加,风门、大椎、合谷,章门、太白、丰隆,脾俞、胃俞、列缺,尺泽、列缺、外关,脾俞、太冲、阴陵泉,B,C
188,徐某，男，高血压病史5年，长期服药，血压在(150～160)/(90～100)mmHg。平素急躁易怒。舌红脉弦。针灸取穴应为,风池、内关、曲池、足三里,风池、内关、合谷、三阴交,风池、内关、肝俞、行间,风池、内关、神门、三阴交,风池、内关、中脘、丰隆,C,C
189,赵某，女，25岁。昨日起突发头痛，以巅顶部为重，伴恶寒发热，食欲不振，舌淡苔白，脉浮。针灸取穴为,上星、头维、合谷、阿是穴,率谷、太阳、侠溪、阿是穴,后顶、天柱、昆仑、阿是穴,百会、通天、行间、阿是穴,外关、合谷、前顶、四神聪,D,E
190,范某，女，23岁。右侧口眼喁斜1天，诊断为周围性面神经麻痹。针灸治疗应为,局部取穴，轻浅刺激,局部取穴，强刺激,循经远取，用补法,局部取穴，轻浅刺激，配合循经远取,局部取穴，强刺激，配合循经远取,D,D
191,李某，女，肢体关节走窜疼痛，痛无定处，时兼寒热。针灸取穴为,局部穴、膈俞、血海,局部穴、肾俞、关元,局部穴、足三里、商丘,局部穴、大椎、曲池,局部穴、风池、合谷,A,E
192,赵某，女，双膝关节痛已3年，时轻时重，近1周膝部红肿灼热，痛不可触，苔黄，脉滑，最宜选择哪种治疗方法,皮内针,艾灸,耳针,水针,刺络拔罐,E,D
193,刘某，男，68岁。突然神昏，半身不遂，目合口张，遗溺，四肢逆冷，脉象细弱。针灸取穴应该为,水沟、丰隆、劳宫、十二井穴,风池、心俞、肾俞、四神聪,关元、神阙、足三里、并配合艾灸,风池、合谷、足三里、三阴交,合谷、太冲、地仓、颊车、命门,C,C
194,李某，男，40岁，右侧腰腿部痛。表现为右臀、大腿后侧、小腿后外侧阵发性，放射性、烧灼样痛。针灸取穴选经为,足阳明胃经,足少阳胆经,足太阳膀胱经,足阳明和足少阳,足少阳和足太阳,E,C
195,王某，男，因恼怒后两胁胀痛，胸闷不舒，呕恶不欲食，口苦，舌红，脉弦滑。针灸取穴为,期门、阳陵泉、太冲、足三里,支沟、阳陵泉、期门、丘墟,期门、阳陵泉、膈俞、三阴交,肝俞、肾俞、期门、三阴交,大包、阳陵泉、三阴交、足三里,B,C
196,王某，男，30岁，两个月前突发双下肢肌肉弛缓无力，不能站立行走，肌肉日渐消瘦。兼身重脘痞，小便混浊，舌苔黄厚腻，脉濡数。针灸取穴应为,足阳明胃经为主，配尺泽、肺俞、大椎,足太阴脾经为主，配尺泽、肺俞、大椎,足阳明胃经为主，配阴陵泉、脾俞、胃俞,足阳明胃经为主，配肝俞、肾俞、悬钟、阳陵泉,足厥阴肝经为主，配足三里、梁丘、解溪、髀关,C,D
197,林某，女，20岁。因精神抑郁，表情淡漠，沉默痴呆，被诊断为“癫证”。针灸取穴为,心俞、肝俞、脾俞、丰隆、神门,百会、水沟、内关、曲池、丰隆,印堂、鸠尾、问使、太冲、腰奇,神门、内关、本神、心俞、三阴交,隐白、脾俞、心俞、神庭、百会,A,D
198,患者，男，40岁。腰痛1年，近1个月来腰部隐隐作痛，两腿软乏力，每因劳累后症状加重。治疗应首选,肾俞、阳陵泉、关元、悬钟,肾俞、委中、夹脊、阿是穴,肾俞、关元、足三里、太溪,委中、腰阳关、太冲、太溪,委中、太溪、阳陵泉、悬钟,B,C
199,张某，女，45岁。常因受惊而心悸，兼见心痛时作，气短乏力，胸闷，舌质暗有瘀斑，脉沉细涩。针灸取穴以郄门、神门、心俞、巨阙为主，还应配取,胆俞丘墟,脾俞太白,肾俞太溪,膻中气海,血海内关,E,D
200,张某，男，20岁。因发热汗出，微恶风寒，头胀痛，咳嗽痰稠，口渴鼻燥，脉浮数，苔薄黄，舌尖红，欲求针灸治疗。应选经脉为,手太阴、手阳明、足太阳,手太阴、手阳明、足少阳,手太阴、手阳明、手少阳,手太阴、手阳明、手太阳,以上都不是,C,A
